campaign_name,ad_group,page_id,final_url,keyword,match_type,volume_mid,class,expected_intent_note,tracking_slot,suggested_start_bid,headline_seed_1,headline_seed_2,headline_seed_3
RC-npq-rci-tampa-BOOK,npq-rci-tampa--core,npq-rci-tampa,/en/go/lines/royal-caribbean/from/tampa/,royal caribbean tampa,exact,1900,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-tampa-BOOK,0.20,Royal Caribbean From Tampa,Tampa Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-tampa-BOOK,npq-rci-tampa--core,npq-rci-tampa,/en/go/lines/royal-caribbean/from/tampa/,royal caribbean tampa port,exact,1300,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-tampa-BOOK,0.33,Royal Caribbean From Tampa,Tampa Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-tampa-BOOK,npq-rci-tampa--core,npq-rci-tampa,/en/go/lines/royal-caribbean/from/tampa/,tampa cruise port royal caribbean,exact,720,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-tampa-BOOK,0.36,Royal Caribbean From Tampa,Tampa Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-cape-liberty-BOOK,npq-rci-cape-liberty--core,npq-rci-cape-liberty,/en/go/lines/royal-caribbean/from/cape-liberty/,royal caribbean cruises from new york,exact,6600,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-cape-liberty-BOOK,0.20,Royal Caribbean From New York,New York Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-cape-liberty-BOOK,npq-rci-cape-liberty--core,npq-rci-cape-liberty,/en/go/lines/royal-caribbean/from/cape-liberty/,royal caribbean cruises from new york,"phrase (discovery, negatives applied)",6600,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-cape-liberty-BOOK,0.20,Royal Caribbean From New York,New York Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-cape-liberty-BOOK,npq-rci-cape-liberty--core,npq-rci-cape-liberty,/en/go/lines/royal-caribbean/from/cape-liberty/,royal caribbean cruises from cape liberty,exact,1000,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-cape-liberty-BOOK,0.20,Royal Caribbean From New York,New York Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-cape-liberty-BOOK,npq-rci-cape-liberty--core,npq-rci-cape-liberty,/en/go/lines/royal-caribbean/from/cape-liberty/,cape liberty cruise port royal caribbean,exact,480,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-cape-liberty-BOOK,0.20,Royal Caribbean From New York,New York Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-cape-liberty-BOOK,npq-rci-cape-liberty--core,npq-rci-cape-liberty,/en/go/lines/royal-caribbean/from/cape-liberty/,royal caribbean nyc port,exact,140,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-cape-liberty-BOOK,0.20,Royal Caribbean From New York,New York Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-dest-bermuda-BOOK,npq-rci-dest-bermuda--core,npq-rci-dest-bermuda,/en/go/lines/royal-caribbean/to/bermuda/,royal caribbean bermuda cruise,exact,4400,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-bermuda-BOOK,0.20,Bermuda Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-bermuda-BOOK,npq-rci-dest-bermuda--core,npq-rci-dest-bermuda,/en/go/lines/royal-caribbean/to/bermuda/,royal caribbean bermuda cruise,"phrase (discovery, negatives applied)",4400,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-bermuda-BOOK,0.20,Bermuda Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-bermuda-BOOK,npq-rci-dest-bermuda--core,npq-rci-dest-bermuda,/en/go/lines/royal-caribbean/to/bermuda/,royal caribbean cruise to bermuda,exact,1900,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-bermuda-BOOK,0.20,Bermuda Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-bermuda-BOOK,npq-rci-dest-bermuda--core,npq-rci-dest-bermuda,/en/go/lines/royal-caribbean/to/bermuda/,royal caribbean bermuda,exact,590,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-bermuda-BOOK,0.20,Bermuda Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-bermuda-BOOK,npq-rci-dest-bermuda--core,npq-rci-dest-bermuda,/en/go/lines/royal-caribbean/to/bermuda/,royal caribbean cruise from ny to bermuda,exact,170,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-bermuda-BOOK,0.20,Bermuda Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-2-4-night-BOOK,npq-rci-2-4-night--core,npq-rci-2-4-night,/en/go/lines/royal-caribbean/2-4-night-cruises/,royal caribbean weekend cruises,exact,2900,BOOK-NOW,Knows trip length; call must present port and date options with pricing,fwd-RC-npq-rci-2-4-night-BOOK,0.20,Short Royal Caribbean Cruises,2 3 And 4 Night Sailings,Call For Dates And Cabins
RC-npq-rci-2-4-night-BOOK,npq-rci-2-4-night--core,npq-rci-2-4-night,/en/go/lines/royal-caribbean/2-4-night-cruises/,royal caribbean weekend cruises,"phrase (discovery, negatives applied)",2900,BOOK-NOW,Knows trip length; call must present port and date options with pricing,fwd-RC-npq-rci-2-4-night-BOOK,0.20,Short Royal Caribbean Cruises,2 3 And 4 Night Sailings,Call For Dates And Cabins
RC-npq-rci-2-4-night-BOOK,npq-rci-2-4-night--core,npq-rci-2-4-night,/en/go/lines/royal-caribbean/2-4-night-cruises/,royal caribbean 3 day cruise,exact,1900,BOOK-NOW,Knows trip length; call must present port and date options with pricing,fwd-RC-npq-rci-2-4-night-BOOK,0.20,Short Royal Caribbean Cruises,2 3 And 4 Night Sailings,Call For Dates And Cabins
RC-npq-rci-2-4-night-BOOK,npq-rci-2-4-night--core,npq-rci-2-4-night,/en/go/lines/royal-caribbean/2-4-night-cruises/,royal caribbean 4 day cruise,exact,1900,BOOK-NOW,Knows trip length; call must present port and date options with pricing,fwd-RC-npq-rci-2-4-night-BOOK,0.20,Short Royal Caribbean Cruises,2 3 And 4 Night Sailings,Call For Dates And Cabins
RC-npq-ship-symphony-of-the-seas-BOOK,npq-ship-symphony-of-the-seas--caribbean,npq-ship-symphony-of-the-seas,/en/go/ships/symphony-of-the-seas/,caribbean symphony of the seas,exact,6600,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-symphony-of-the-seas-BOOK,0.20,Symphony Of The Seas Cruises,Check Symphony Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-symphony-of-the-seas-BOOK,npq-ship-symphony-of-the-seas--caribbean,npq-ship-symphony-of-the-seas,/en/go/ships/symphony-of-the-seas/,caribbean symphony of the seas,"phrase (discovery, negatives applied)",6600,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-symphony-of-the-seas-BOOK,0.20,Symphony Of The Seas Cruises,Check Symphony Sailing Dates,Talk To A Cruise Specialist
RC-npq-rci-baltimore-BOOK,npq-rci-baltimore--core,npq-rci-baltimore,/en/go/lines/royal-caribbean/from/baltimore/,royal caribbean cruises from baltimore,exact,2400,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-baltimore-BOOK,0.20,Royal Caribbean From Baltimore,Baltimore Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-baltimore-BOOK,npq-rci-baltimore--core,npq-rci-baltimore,/en/go/lines/royal-caribbean/from/baltimore/,royal caribbean cruises from baltimore,"phrase (discovery, negatives applied)",2400,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-baltimore-BOOK,0.20,Royal Caribbean From Baltimore,Baltimore Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-baltimore-BOOK,npq-rci-baltimore--core,npq-rci-baltimore,/en/go/lines/royal-caribbean/from/baltimore/,royal caribbean baltimore,exact,1600,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-baltimore-BOOK,0.20,Royal Caribbean From Baltimore,Baltimore Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-baltimore-BOOK,npq-rci-baltimore--core,npq-rci-baltimore,/en/go/lines/royal-caribbean/from/baltimore/,royal caribbean cruise from baltimore md,exact,1000,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-baltimore-BOOK,0.20,Royal Caribbean From Baltimore,Baltimore Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-baltimore-BOOK,npq-rci-baltimore--core,npq-rci-baltimore,/en/go/lines/royal-caribbean/from/baltimore/,royal caribbean baltimore port,exact,720,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-baltimore-BOOK,0.20,Royal Caribbean From Baltimore,Baltimore Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-baltimore-BOOK,npq-rci-baltimore--core,npq-rci-baltimore,/en/go/lines/royal-caribbean/from/baltimore/,royal caribbean out of baltimore md,exact,260,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-baltimore-BOOK,0.20,Royal Caribbean From Baltimore,Baltimore Sailings And Dates,Talk To A Cruise Specialist
RC-npq-rci-baltimore-BOOK,npq-rci-baltimore--core,npq-rci-baltimore,/en/go/lines/royal-caribbean/from/baltimore/,royal caribbean cruise port baltimore,exact,170,BOOK-NOW,"Knows line and departure port; call must present sailings, dates and cabin pricing",fwd-RC-npq-rci-baltimore-BOOK,0.20,Royal Caribbean From Baltimore,Baltimore Sailings And Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas prices,exact,4400,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas prices,"phrase (discovery, negatives applied)",4400,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas cost,exact,480,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas cruise price,exact,390,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas ticket price,exact,320,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas price per person,exact,260,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,royal caribbean icon of the seas price,exact,170,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-icon-of-the-seas-BOOK,npq-ship-icon-of-the-seas--prices,npq-ship-icon-of-the-seas,/en/go/ships/icon-of-the-seas/,icon of the seas suite prices,exact,110,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-icon-of-the-seas-BOOK,0.20,Icon Of The Seas Cruises,Check Icon Sailing Dates,Talk To A Cruise Specialist
RC-npq-rci-dest-cococay-BOOK,npq-rci-dest-cococay--core,npq-rci-dest-cococay,/en/go/lines/royal-caribbean/to/cococay/,royal caribbean cococay bahamas,exact,2900,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-cococay-BOOK,0.20,Perfect Day CocoCay Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-cococay-BOOK,npq-rci-dest-cococay--core,npq-rci-dest-cococay,/en/go/lines/royal-caribbean/to/cococay/,royal caribbean cococay bahamas,"phrase (discovery, negatives applied)",2900,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-cococay-BOOK,0.20,Perfect Day CocoCay Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-cococay-BOOK,npq-rci-dest-cococay--core,npq-rci-dest-cococay,/en/go/lines/royal-caribbean/to/cococay/,royal caribbean's perfect day at cococay,exact,2400,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-cococay-BOOK,0.20,Perfect Day CocoCay Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-cococay-BOOK,npq-rci-dest-cococay--core,npq-rci-dest-cococay,/en/go/lines/royal-caribbean/to/cococay/,perfect day at cococay royal caribbean,exact,260,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-cococay-BOOK,0.20,Perfect Day CocoCay Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-cococay-BOOK,npq-rci-dest-cococay--core,npq-rci-dest-cococay,/en/go/lines/royal-caribbean/to/cococay/,royal caribbean perfect day at cococay cruise,exact,210,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-cococay-BOOK,0.30,Perfect Day CocoCay Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-cococay-BOOK,npq-rci-dest-cococay--core,npq-rci-dest-cococay,/en/go/lines/royal-caribbean/to/cococay/,rccl coco cay,exact,140,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-cococay-BOOK,0.20,Perfect Day CocoCay Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-p003-BOOK,p003--prices,p003,/en/go/lines/royal-caribbean/,prices for drinks on royal caribbean cruises,exact,2900,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.30,Royal Caribbean Cruise Quotes,Get A Sailing Priced By Phone,Talk To A Cruise Specialist
RC-p003-BOOK,p003--prices,p003,/en/go/lines/royal-caribbean/,prices for drinks on royal caribbean cruises,"phrase (discovery, negatives applied)",2900,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.30,Royal Caribbean Cruise Quotes,Get A Sailing Priced By Phone,Talk To A Cruise Specialist
RC-p003-BOOK,p003--prices,p003,/en/go/lines/royal-caribbean/,royal caribbean cruise price,exact,1900,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruise Quotes,Get A Sailing Priced By Phone,Talk To A Cruise Specialist
RC-p003-BOOK,p003--prices,p003,/en/go/lines/royal-caribbean/,royal caribbean cruise cost,exact,590,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruise Quotes,Get A Sailing Priced By Phone,Talk To A Cruise Specialist
RC-p003-BOOK,p003--prices,p003,/en/go/lines/royal-caribbean/,royal caribbean world cruise price,exact,210,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruise Quotes,Get A Sailing Priced By Phone,Talk To A Cruise Specialist
RC-p003-BOOK,p003--prices,p003,/en/go/lines/royal-caribbean/,royal caribbean cruise price per person,exact,140,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruise Quotes,Get A Sailing Priced By Phone,Talk To A Cruise Specialist
RC-p003-BOOK,p003--prices,p003,/en/go/lines/royal-caribbean/,royal caribbean cruise ticket price,exact,110,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.20,Royal Caribbean Cruise Quotes,Get A Sailing Priced By Phone,Talk To A Cruise Specialist
RC-npq-rci-dest-western-caribbean-BOOK,npq-rci-dest-western-caribbean--core,npq-rci-dest-western-caribbean,/en/go/lines/royal-caribbean/to/western-caribbean/,royal caribbean western caribbean cruise,exact,4400,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-western-caribbean-BOOK,0.20,Western Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-western-caribbean-BOOK,npq-rci-dest-western-caribbean--core,npq-rci-dest-western-caribbean,/en/go/lines/royal-caribbean/to/western-caribbean/,royal caribbean western caribbean cruise,"phrase (discovery, negatives applied)",4400,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-western-caribbean-BOOK,0.20,Western Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-western-caribbean-BOOK,npq-rci-dest-western-caribbean--core,npq-rci-dest-western-caribbean,/en/go/lines/royal-caribbean/to/western-caribbean/,cozumel mexico royal caribbean,exact,1000,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-western-caribbean-BOOK,0.20,Western Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-western-caribbean-BOOK,npq-rci-dest-western-caribbean--core,npq-rci-dest-western-caribbean,/en/go/lines/royal-caribbean/to/western-caribbean/,royal caribbean cruise to cozumel mexico,exact,320,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-western-caribbean-BOOK,0.20,Western Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean mexico cruise,exact,1600,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.20,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean mexico cruise,"phrase (discovery, negatives applied)",1600,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.20,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean cruise to mexico,exact,1300,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.20,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean to mexico,exact,1000,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.20,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean cruise cabo san lucas,exact,720,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.20,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean ensenada mexico,exact,390,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.33,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean cruise mexico riviera,exact,260,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.20,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,puerto costa maya mexico royal caribbean,exact,210,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.25,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-mexico-BOOK,npq-rci-dest-mexico--core,npq-rci-dest-mexico,/en/go/lines/royal-caribbean/to/mexico/,royal caribbean mexico ports,exact,110,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-mexico-BOOK,0.30,Royal Caribbean Mexico Cruises,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-ship-liberty-of-the-seas-BOOK,npq-ship-liberty-of-the-seas--caribbean,npq-ship-liberty-of-the-seas,/en/go/ships/liberty-of-the-seas/,liberty of the seas caribbean cruise,exact,5400,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-liberty-of-the-seas-BOOK,0.20,Liberty Of The Seas Cruises,Check Liberty Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-liberty-of-the-seas-BOOK,npq-ship-liberty-of-the-seas--caribbean,npq-ship-liberty-of-the-seas,/en/go/ships/liberty-of-the-seas/,liberty of the seas caribbean cruise,"phrase (discovery, negatives applied)",5400,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-liberty-of-the-seas-BOOK,0.20,Liberty Of The Seas Cruises,Check Liberty Sailing Dates,Talk To A Cruise Specialist
RC-p003-BOOK,p003--military,p003,/en/go/lines/royal-caribbean/,royal caribbean cruise military discount,exact,4400,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.85,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--military,p003,/en/go/lines/royal-caribbean/,royal caribbean cruise military discount,"phrase (discovery, negatives applied)",4400,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.85,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-p003-BOOK,p003--military,p003,/en/go/lines/royal-caribbean/,royal caribbean veteran discount,exact,320,BOOK-NOW,Brand-committed shopper; call must surface current sailings and price one,fwd-RC-p003-BOOK,0.81,Royal Caribbean Cruises,Compare Sailings And Dates,Call A Cruise Specialist
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--travel-agent,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,royal caribbean travel agent,exact,4400,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,2.50,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--travel-agent,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,royal caribbean travel agent,"phrase (discovery, negatives applied)",4400,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,2.50,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-booking-help-CALL,npq-rci-booking-help--travel-agent,npq-rci-booking-help,/en/go/lines/royal-caribbean/booking-help/,royal caribbean travel agent phone number,exact,720,CALL-INTENT,"Wants a human on the phone; disclose independent service upfront, close on booking help",fwd-RC-npq-rci-booking-help-CALL,2.05,Cruise Booking Help By Phone,Independent Cruise Experts,Talk To A Cruise Agent Now
RC-npq-rci-dest-eastern-caribbean-BOOK,npq-rci-dest-eastern-caribbean--core,npq-rci-dest-eastern-caribbean,/en/go/lines/royal-caribbean/to/eastern-caribbean/,royal caribbean eastern caribbean cruise,exact,4400,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-eastern-caribbean-BOOK,0.20,Eastern Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-rci-dest-eastern-caribbean-BOOK,npq-rci-dest-eastern-caribbean--core,npq-rci-dest-eastern-caribbean,/en/go/lines/royal-caribbean/to/eastern-caribbean/,royal caribbean eastern caribbean cruise,"phrase (discovery, negatives applied)",4400,BOOK-NOW,"Knows line and destination; call must narrow port, dates and cabin",fwd-RC-npq-rci-dest-eastern-caribbean-BOOK,0.20,Eastern Caribbean Sailings,Compare Sailings And Dates,Call A Cruise Planning Expert
RC-npq-ship-allure-of-the-seas-BOOK,npq-ship-allure-of-the-seas--caribbean,npq-ship-allure-of-the-seas,/en/go/ships/allure-of-the-seas/,allure of the seas caribbean cruise,exact,4400,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-allure-of-the-seas-BOOK,0.20,Allure Of The Seas Cruises,Check Allure Sailing Dates,Talk To A Cruise Specialist
RC-npq-ship-allure-of-the-seas-BOOK,npq-ship-allure-of-the-seas--caribbean,npq-ship-allure-of-the-seas,/en/go/ships/allure-of-the-seas/,allure of the seas caribbean cruise,"phrase (discovery, negatives applied)",4400,BOOK-NOW,Knows the ship; call must present its itineraries and price dates,fwd-RC-npq-ship-allure-of-the-seas-BOOK,0.20,Allure Of The Seas Cruises,Check Allure Sailing Dates,Talk To A Cruise Specialist
